ID,Dt_Customer,Age_Group,Age,Education,Marital_Status,Income_Group,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Children,campaignAccept
35,2012-09-08,Adult,27,Graduate,Together,Lowest,25545.0,35,3,2,2,3,6,0,0,0,0,0,0,1,32,1,64,16,12,85,1,Accepted once or more
2258,2012-12-04,Adult,28,Graduate,Together,Lowest,32880.0,76,1,1,0,3,8,0,0,0,0,0,0,0,8,4,15,7,6,2,1,Never Accepted
4322,2013-11-27,Adult,56,Postgraduate,Together,Highest,77863.0,20,1,4,5,10,2,0,0,0,0,0,0,0,881,38,319,16,25,12,0,Never Accepted
713,2014-06-08,Adult,37,Postgraduate,Together,Low,50353.0,72,1,4,4,6,3,0,0,0,0,0,0,0,141,15,153,67,31,35,0,Never Accepted
4702,2012-08-12,Adult,50,Graduate,Single,High,61839.0,20,1,4,8,4,8,0,0,0,0,0,0,0,1000,155,379,224,17,120,0,Never Accepted
3281,2013-11-03,Adult,54,Postgraduate,Together,Low,49154.0,69,6,4,1,8,6,0,0,0,0,0,0,0,206,10,67,30,27,71,2,Never Accepted
702,2013-02-15,Adult,39,Postgraduate,Single,Low,47682.0,80,4,4,3,8,5,0,0,0,0,0,0,0,162,61,83,97,57,61,1,Never Accepted
2004,2013-09-18,Adult,45,Graduate,Single,Highest,72679.0,65,1,4,7,5,1,0,0,0,0,0,0,0,619,54,260,127,54,54,1,Never Accepted
4769,2014-06-18,Adult,37,Postgraduate,Together,High,57954.0,52,7,8,2,6,7,0,0,0,1,0,0,0,456,4,24,0,0,9,2,Accepted once or more
4437,2013-04-24,Adult,52,Graduate,Together,High,65316.0,65,2,3,2,5,4,0,0,0,0,0,0,0,112,6,92,3,9,38,2,Never Accepted
8724,2013-06-17,Adult,32,Graduate,Single,Lowest,28567.0,57,2,2,0,3,6,0,0,0,0,0,0,0,11,3,22,2,2,6,1,Never Accepted
10741,2013-04-11,Adult,63,Postgraduate,Together,Low,47352.0,70,4,6,1,5,7,0,0,0,0,0,0,0,172,12,112,8,0,15,1,Never Accepted
1991,2014-01-18,Adult,47,Graduate,Together,Low,44931.0,0,1,2,1,3,5,0,0,0,0,0,0,0,78,0,11,0,0,7,1,Never Accepted
6931,2014-02-15,Adult,47,Graduate,Single,Highest,76982.0,19,1,8,3,4,4,0,0,0,0,1,0,1,464,151,292,65,60,30,0,Accepted once or more
11096,2013-08-08,Adult,62,Postgraduate,Together,High,57247.0,50,2,2,1,7,2,0,0,0,0,0,0,0,99,4,32,37,54,6,1,Never Accepted
304,2013-12-23,Adult,33,Postgraduate,Single,Lowest,22944.0,67,3,3,0,3,7,0,0,0,0,0,0,0,19,3,19,4,5,26,1,Never Accepted
3665,2013-11-07,Adult,37,Postgraduate,Together,Lowest,25315.0,46,3,3,0,3,8,0,0,0,0,0,0,0,1,9,8,11,3,22,1,Never Accepted
10591,2012-08-06,Adult,45,Graduate,Single,Low,43638.0,37,2,4,1,4,7,0,0,0,0,0,0,0,63,10,83,7,19,19,1,Never Accepted
5036,2012-11-28,Adult,30,Postgraduate,Single,Low,42710.0,38,2,4,5,3,6,0,0,0,0,0,0,0,252,3,42,4,3,102,1,Never Accepted
5547,2013-08-07,Adult,32,Postgraduate,Together,Highest,84169.0,9,1,7,6,6,3,0,0,0,1,1,0,1,1478,19,403,0,19,0,0,Accepted once or more
7822,2013-06-04,Adult,38,Graduate,Together,High,54058.0,56,2,4,6,8,3,0,0,0,0,0,0,0,198,18,252,32,108,54,1,Never Accepted
8541,2014-03-08,Adult,24,Postgraduate,Together,Lowest,24683.0,98,2,2,0,4,5,0,0,0,0,0,0,0,8,4,10,6,7,6,1,Never Accepted
10955,2014-01-07,Adult,50,Graduate,Single,Highest,85620.0,68,1,3,6,4,1,0,0,0,0,0,0,1,416,46,925,60,107,46,0,Accepted once or more
4368,2013-12-03,Adult,34,Graduate,Together,Low,47850.0,72,1,3,0,4,6,0,0,0,0,0,0,0,42,7,43,20,12,10,1,Never Accepted
9671,2014-01-26,Adult,46,Graduate,Together,Lowest,19514.0,47,4,3,1,2,8,0,0,1,0,0,0,1,14,3,21,2,1,28,2,Accepted once or more
2256,2014-03-29,Adult,41,Postgraduate,Together,Lowest,27159.0,33,2,1,0,3,6,0,0,0,0,0,0,0,17,0,3,0,0,1,2,Never Accepted
4279,2014-03-31,Adult,51,Postgraduate,Single,Low,39548.0,87,2,1,1,3,3,0,0,0,0,0,0,0,15,4,10,3,4,18,2,Never Accepted
5371,2014-04-08,Adult,25,Graduate,Single,Lowest,21474.0,0,2,3,1,2,7,0,0,1,0,0,0,1,6,16,24,11,0,34,1,Accepted once or more
9240,2014-02-07,Adult,43,Postgraduate,Single,High,60504.0,73,2,6,2,8,6,0,0,0,0,0,0,0,458,0,24,6,4,34,1,Never Accepted
9460,2013-04-18,Adult,51,Graduate,Together,Lowest,22419.0,74,1,3,2,2,8,0,0,0,0,0,0,0,30,3,47,19,21,42,0,Never Accepted
9504,2013-11-06,Elder,65,Postgraduate,Together,Highest,81698.0,4,1,3,8,13,1,0,0,0,0,0,0,1,179,28,520,111,123,47,0,Accepted once or more
8692,2012-09-12,Adult,62,Graduate,Together,Low,43462.0,50,6,4,1,5,8,0,0,0,0,0,0,0,90,17,97,15,6,15,2,Never Accepted
448,2013-03-01,Adult,36,Postgraduate,Single,High,54880.0,57,2,6,2,11,5,0,0,0,0,0,0,0,308,85,137,102,45,118,1,Never Accepted
8314,2013-04-05,Adult,32,Graduate,Together,Highest,79908.0,30,1,5,6,7,2,0,0,0,0,1,0,0,557,129,761,29,185,111,0,Accepted once or more
8420,2013-08-03,Adult,44,Postgraduate,Together,Lowest,15315.0,27,2,2,0,4,5,0,0,0,0,0,0,0,7,4,13,15,8,17,0,Never Accepted
3174,2013-05-22,Adult,55,Graduate,Together,Highest,87771.0,61,1,5,10,4,6,1,1,0,1,1,0,1,1492,38,287,50,57,33,1,Accepted once or more
7685,2013-09-09,Adult,36,Graduate,Together,Lowest,33039.0,4,1,2,0,4,5,0,0,0,0,0,0,0,30,8,12,8,8,12,1,Never Accepted
3179,2013-06-16,Adult,34,Graduate,Single,Highest,81741.0,75,0,6,6,7,2,0,0,0,0,0,0,0,249,153,940,58,134,38,0,Never Accepted
9780,2013-06-25,Adult,43,Postgraduate,Together,Highest,71499.0,12,2,8,3,13,4,0,0,0,0,0,0,0,465,25,132,136,0,37,1,Never Accepted
10681,2014-01-15,Adult,44,Postgraduate,Together,High,62466.0,13,5,6,3,12,4,0,0,0,0,0,0,0,129,129,259,168,121,83,1,Never Accepted
10232,2013-11-05,Adult,51,Postgraduate,Single,Low,48799.0,9,3,3,2,7,3,0,0,0,0,0,0,0,174,18,81,28,6,24,1,Never Accepted
4184,2014-06-07,Adult,64,Postgraduate,Together,High,52157.0,48,2,3,2,5,4,0,0,0,0,0,0,0,189,2,29,3,2,40,1,Never Accepted
9120,2012-12-05,Adult,52,Graduate,Single,High,66565.0,80,4,4,2,9,8,0,0,0,0,0,0,0,747,10,161,65,40,42,1,Never Accepted
891,2013-09-07,Adult,63,Postgraduate,Together,Lowest,29298.0,60,1,1,0,2,5,0,0,0,0,0,0,0,6,0,2,2,0,1,2,Never Accepted
10381,2013-07-05,Adult,35,Graduate,Single,Low,47691.0,43,1,1,0,2,6,0,0,0,0,0,0,0,14,0,3,0,0,4,1,Never Accepted
3525,2012-12-07,Adult,44,Graduate,Together,Low,38200.0,19,1,1,0,2,7,0,0,0,0,0,0,0,12,0,4,0,0,1,2,Never Accepted
6818,2012-09-12,Adult,40,Graduate,Together,Low,44989.0,26,5,5,1,5,6,0,0,0,0,0,0,0,98,0,106,49,10,106,1,Never Accepted
3526,2014-01-27,Adult,46,Postgraduate,Together,Low,38443.0,58,2,1,0,3,7,0,0,0,0,0,0,0,32,0,5,0,0,1,2,Never Accepted
8181,2013-09-13,Adult,36,Postgraduate,Single,Low,38593.0,42,3,4,1,3,8,0,0,0,0,0,0,0,51,12,49,17,24,24,1,Never Accepted
1029,2013-08-01,Adult,44,Postgraduate,Together,High,64413.0,27,1,5,1,5,5,0,0,0,0,0,0,0,200,5,44,0,10,20,1,Never Accepted
7369,2013-10-02,Adult,33,Postgraduate,Together,Low,36959.0,56,2,2,0,3,8,0,0,0,0,0,0,0,25,6,25,6,0,0,1,Never Accepted
2574,2013-01-31,Adult,37,Postgraduate,Together,High,61996.0,27,3,6,4,8,5,1,1,0,1,0,0,1,1050,12,144,0,0,24,1,Accepted once or more
8159,2014-04-01,Adult,46,Graduate,Together,High,51287.0,10,3,4,1,3,7,0,0,0,0,0,0,0,117,0,22,13,0,30,2,Never Accepted
1160,2013-08-23,Adult,44,Graduate,Together,Lowest,13260.0,48,4,3,0,3,8,0,0,0,0,0,0,0,9,4,17,10,2,7,2,Never Accepted
10242,2013-09-16,Adult,48,Postgraduate,Together,Low,47472.0,39,2,2,0,4,5,0,0,0,0,0,0,0,56,0,11,0,0,8,2,Never Accepted
5253,2013-07-09,Adult,58,Postgraduate,Together,High,54603.0,85,6,4,2,4,7,0,0,0,0,0,0,0,145,13,46,17,2,4,2,Never Accepted
5966,2012-11-10,Adult,40,Postgraduate,Together,Low,45207.0,64,5,3,1,6,6,0,0,0,1,0,0,0,203,0,10,0,0,2,2,Accepted once or more
5081,2013-10-20,Adult,47,Postgraduate,Together,Low,47821.0,54,1,1,0,3,8,0,0,0,0,0,0,0,9,0,16,6,6,10,2,Never Accepted
5123,2013-04-15,Adult,63,Postgraduate,Together,Lowest,27450.0,57,1,2,1,3,7,0,0,0,0,0,0,0,37,12,23,8,11,52,0,Never Accepted
5756,2014-04-03,Adult,31,Graduate,Together,Low,39453.0,64,2,2,0,3,6,0,0,0,0,0,0,0,46,0,7,0,0,2,1,Never Accepted
8036,2014-04-18,Adult,43,Postgraduate,Together,Lowest,26850.0,10,4,2,1,4,4,0,0,0,0,0,0,0,31,1,13,7,2,9,2,Never Accepted
9058,2012-09-23,Adult,59,Graduate,Single,Highest,79800.0,65,1,5,11,5,3,1,0,1,0,1,0,1,1060,21,530,32,0,224,0,Accepted once or more
5057,2013-09-14,Adult,53,Postgraduate,Together,High,61794.0,74,2,4,4,10,2,0,0,0,0,0,0,0,264,47,188,54,47,11,1,Never Accepted
254,2014-05-17,Adult,59,Graduate,Together,High,53863.0,4,3,7,1,7,7,0,0,0,1,0,0,0,399,4,30,6,4,30,1,Accepted once or more
4179,2013-08-20,Adult,55,Graduate,Together,Lowest,24221.0,94,1,1,1,3,4,0,0,0,0,0,0,0,8,9,9,2,5,22,0,Never Accepted
3710,2012-10-12,Adult,30,Postgraduate,Single,Low,39684.0,41,2,2,1,2,7,0,0,0,0,0,1,1,19,0,35,6,4,17,1,Accepted once or more
7627,2012-12-12,Adult,39,Postgraduate,Together,Highest,92163.0,25,0,5,11,5,2,1,0,0,0,1,0,1,817,183,797,106,163,20,0,Accepted once or more
4501,2013-11-10,Adult,49,Postgraduate,Single,Highest,69882.0,94,1,3,7,9,1,0,0,0,0,0,0,0,292,127,635,132,127,165,0,Never Accepted
6424,2014-01-30,Adult,37,Graduate,Together,Lowest,33178.0,9,1,1,0,3,4,0,0,0,0,0,0,0,12,6,2,11,2,16,1,Never Accepted
3075,2013-09-11,Adult,42,Postgraduate,Together,High,59973.0,47,1,3,4,7,1,0,0,0,0,0,0,0,130,30,168,20,34,0,0,Never Accepted
4992,2013-09-19,Adult,39,Postgraduate,Together,Lowest,17459.0,12,3,3,1,2,7,0,0,0,0,0,0,1,6,4,16,3,10,30,1,Accepted once or more
5252,2012-10-26,Adult,45,Graduate,Single,Lowest,23910.0,80,1,2,0,3,7,0,0,0,0,0,0,0,16,12,18,7,1,13,1,Never Accepted
7444,2013-10-19,Adult,45,Postgraduate,Together,Low,42169.0,20,2,1,0,3,8,0,0,0,0,0,0,0,19,0,9,0,0,2,2,Never Accepted
6919,2013-06-04,Adult,36,Postgraduate,Together,Lowest,26224.0,39,3,2,1,3,6,0,0,0,0,0,0,0,4,7,15,13,9,15,1,Never Accepted
3537,2012-08-17,Adult,33,Graduate,Together,Lowest,31089.0,57,3,3,0,4,8,0,0,0,0,0,0,0,31,3,31,2,8,4,1,Never Accepted
10277,2013-02-21,Adult,53,Graduate,Single,Lowest,30081.0,27,1,1,0,3,7,0,0,0,0,0,0,0,36,0,2,0,0,4,1,Never Accepted
2453,2012-08-31,Adult,54,Graduate,Together,High,62807.0,83,3,5,3,12,5,0,0,0,0,0,0,0,526,28,135,10,21,99,1,Never Accepted
7972,2013-09-17,Adult,59,Graduate,Single,Highest,72906.0,79,1,3,4,9,1,0,0,0,0,0,0,0,400,32,519,71,75,54,0,Never Accepted
895,2012-12-09,Elder,66,Postgraduate,Together,High,61467.0,69,3,5,2,10,5,0,0,0,0,0,0,0,410,16,114,0,5,49,2,Never Accepted
1177,2013-01-26,Adult,48,Postgraduate,Together,Low,49618.0,77,4,3,1,3,7,0,0,0,0,0,0,0,80,3,26,4,2,14,2,Never Accepted
7141,2012-12-29,Adult,28,Postgraduate,Single,Lowest,21888.0,15,4,5,1,2,10,0,0,0,0,0,0,1,88,10,46,2,3,64,1,Accepted once or more
8477,2013-03-11,Adult,58,Graduate,Single,Lowest,26150.0,61,1,1,0,3,7,0,0,0,0,0,0,0,5,1,13,3,5,1,3,Never Accepted
2457,2012-10-26,Adult,39,Undergraduate,Together,Lowest,30801.0,23,2,1,0,3,7,0,0,0,0,0,0,0,8,4,5,15,2,11,1,Never Accepted
988,2014-05-07,Adult,49,Graduate,Together,Highest,81168.0,84,1,6,4,7,3,1,0,0,0,0,0,0,410,0,592,147,22,22,0,Accepted once or more
7930,2013-08-19,Adult,45,Postgraduate,Single,Lowest,26877.0,74,2,3,1,6,6,0,0,0,0,0,0,0,101,13,76,20,18,40,0,Never Accepted
6682,2012-12-11,Adult,41,Undergraduate,Together,Lowest,18978.0,41,1,1,0,3,8,0,0,0,0,0,0,0,2,8,1,4,7,15,1,Never Accepted
10299,2012-11-09,Adult,45,Postgraduate,Single,Low,48240.0,73,3,6,3,13,5,0,0,0,0,0,0,1,389,91,248,64,49,41,0,Accepted once or more
3083,2013-07-26,Adult,40,Graduate,Together,Low,45837.0,88,5,6,2,5,7,0,0,0,0,0,0,0,215,13,87,17,17,24,2,Never Accepted
8953,2013-05-06,Adult,49,Postgraduate,Single,Low,35791.0,94,2,1,0,3,8,0,0,0,0,0,0,0,27,0,5,0,0,3,3,Never Accepted
8650,2013-03-18,Adult,36,Graduate,Single,High,54162.0,31,1,1,0,3,4,0,0,0,0,0,0,0,5,6,10,6,5,10,2,Never Accepted
10862,2012-08-17,Adult,54,Postgraduate,Together,Lowest,30522.0,6,5,1,2,9,2,0,0,0,0,0,0,0,179,8,83,19,11,26,1,Never Accepted
2782,2013-07-11,Adult,53,Postgraduate,Together,High,54456.0,23,3,6,1,7,6,0,0,0,0,0,0,0,352,0,27,10,0,15,1,Never Accepted
6941,2013-07-14,Adult,43,Graduate,Single,Lowest,31632.0,92,1,2,1,2,7,0,0,0,0,0,0,0,17,8,12,11,15,32,0,Never Accepted
10972,2014-03-10,Elder,65,Graduate,Single,Highest,72298.0,52,1,4,3,6,1,0,0,0,1,1,0,0,625,35,169,58,17,35,0,Accepted once or more
10708,2013-12-28,Adult,36,Postgraduate,Single,Low,36975.0,50,1,1,0,3,7,0,0,0,0,0,0,0,10,6,11,0,4,2,1,Never Accepted
6583,2013-06-03,Adult,59,Postgraduate,Together,Highest,72635.0,54,1,6,8,6,3,1,0,0,0,0,0,0,390,22,323,104,35,107,0,Accepted once or more
3641,2013-01-20,Adult,38,Graduate,Together,Lowest,13624.0,93,2,2,0,3,6,0,0,0,0,0,0,0,10,2,15,2,1,6,1,Never Accepted
10156,2013-06-03,Adult,39,Graduate,Single,Highest,84196.0,56,1,8,4,7,3,0,0,0,0,0,0,0,215,63,507,231,31,190,1,Never Accepted
4299,2012-09-21,Adult,54,Graduate,Together,Highest,70971.0,28,7,11,11,5,7,0,0,0,0,0,0,1,1001,17,572,93,125,17,1,Accepted once or more
3469,2012-09-06,Adult,37,Postgraduate,Single,Lowest,34487.0,94,3,3,0,3,9,0,0,0,0,0,0,0,19,18,33,24,1,8,2,Never Accepted
5063,2012-12-18,Adult,37,Graduate,Single,Lowest,28769.0,76,3,4,1,4,9,0,0,0,0,0,0,0,41,5,129,10,3,3,1,Never Accepted
10727,2013-11-19,Adult,44,Postgraduate,Together,Highest,69084.0,43,2,7,3,13,8,0,0,0,0,0,0,0,1181,107,199,39,30,30,1,Never Accepted
9624,2014-06-13,Adult,56,Postgraduate,Together,High,65488.0,46,1,3,4,6,1,0,0,0,0,0,0,0,603,45,207,36,18,54,0,Never Accepted
4376,2014-02-15,Adult,54,Postgraduate,Single,Lowest,32218.0,27,1,2,1,3,7,0,0,1,0,0,0,1,10,24,15,13,1,30,0,Accepted once or more
8923,2013-04-18,Adult,41,Graduate,Single,Highest,83917.0,12,1,6,7,7,3,0,0,0,0,0,0,1,514,22,732,42,198,79,0,Accepted once or more
8461,2014-03-10,Adult,52,Graduate,Single,Low,46102.0,3,1,1,0,2,7,0,0,0,0,0,0,0,14,0,1,0,0,1,3,Never Accepted
6945,2013-06-04,Adult,62,Graduate,Single,Highest,84574.0,72,1,9,11,11,5,0,0,0,0,0,0,0,387,20,713,38,54,163,0,Never Accepted
944,2013-01-08,Adult,52,Graduate,Together,High,56181.0,6,1,4,2,7,4,0,0,0,0,0,0,0,121,103,69,8,44,48,1,Never Accepted
1907,2012-09-28,Adult,64,Postgraduate,Single,High,63120.0,53,5,8,4,9,7,0,0,0,0,0,0,1,965,69,279,54,41,69,1,Accepted once or more
701,2013-11-06,Adult,43,Graduate,Together,Highest,73691.0,58,2,6,2,8,2,0,0,1,0,0,0,0,707,21,250,85,43,73,1,Accepted once or more
4149,2014-05-13,Elder,66,Postgraduate,Together,Highest,76140.0,57,1,5,9,6,2,0,0,0,0,0,0,0,586,66,653,17,0,26,0,Never Accepted
2131,2012-12-30,Adult,55,Postgraduate,Single,High,62859.0,37,4,9,4,6,6,0,0,0,0,0,0,0,1063,89,102,16,12,25,1,Never Accepted
2942,2013-05-07,Adult,50,Graduate,Single,Low,45906.0,20,2,5,4,4,5,0,0,1,0,0,0,0,305,3,27,4,3,144,1,Accepted once or more
1173,2013-03-10,Elder,67,Postgraduate,Together,Highest,77632.0,73,1,4,2,6,2,0,0,0,1,1,0,1,1200,105,758,0,42,147,0,Accepted once or more
4381,2013-08-18,Adult,43,Postgraduate,Together,Low,46463.0,56,7,3,1,6,6,0,0,0,0,0,0,0,163,2,40,8,11,11,2,Never Accepted
3376,2013-12-13,Adult,44,Postgraduate,Single,High,55282.0,9,1,3,1,6,4,0,0,0,0,0,0,0,125,6,73,8,4,19,1,Never Accepted
4679,2014-05-23,Adult,37,Postgraduate,Together,Highest,78710.0,42,3,7,6,12,4,0,0,0,0,0,0,0,721,0,152,119,50,50,1,Never Accepted
10928,2013-09-16,Adult,56,Graduate,Together,High,66886.0,28,2,7,1,7,5,0,0,0,0,0,0,0,315,4,62,41,31,146,1,Never Accepted
6728,2012-08-27,Adult,29,Graduate,Together,Lowest,29103.0,38,2,1,0,3,9,0,0,0,0,0,0,0,16,0,17,6,3,6,1,Never Accepted
6661,2012-08-12,Adult,40,Graduate,Together,High,67445.0,63,5,9,6,12,6,0,0,0,0,0,0,0,757,80,217,29,80,11,1,Never Accepted
4725,2014-04-13,Adult,64,Postgraduate,Together,Low,50616.0,71,1,1,1,4,2,0,0,0,0,0,0,0,30,2,25,0,1,9,1,Never Accepted
3277,2012-08-03,Adult,59,Graduate,Single,Low,49431.0,9,2,7,1,5,8,0,0,0,0,0,0,0,219,3,100,26,0,17,1,Never Accepted
2564,2014-01-04,Adult,61,Graduate,Together,High,61278.0,87,2,3,1,4,6,0,0,0,0,0,0,0,111,3,28,2,6,15,1,Never Accepted
3867,2013-08-31,Elder,67,Postgraduate,Together,Highest,73059.0,36,1,9,3,13,4,0,0,0,0,0,0,0,410,112,420,0,82,71,1,Never Accepted
6940,2013-10-21,Adult,48,Postgraduate,Single,Low,46734.0,86,4,3,2,3,6,0,0,1,0,0,0,0,100,1,39,6,1,76,3,Accepted once or more
55,2012-12-07,Adult,51,Graduate,Together,High,56253.0,83,4,7,2,9,6,0,0,0,0,0,0,0,509,0,65,7,11,5,1,Never Accepted
5084,2013-12-25,Adult,39,Graduate,Single,High,58330.0,87,1,6,4,13,4,0,0,0,0,0,0,0,445,53,213,104,98,151,1,Never Accepted
1777,2012-09-07,Adult,34,Undergraduate,Together,Lowest,25965.0,29,1,2,0,3,8,0,0,0,0,0,0,0,2,2,11,41,7,11,0,Never Accepted
8162,2013-01-01,Adult,58,Postgraduate,Together,Lowest,14661.0,88,1,1,0,3,6,0,0,0,0,0,0,0,4,1,11,6,2,2,0,Never Accepted
10826,2012-12-28,Adult,55,Graduate,Together,Lowest,18690.0,77,1,1,1,2,8,0,0,0,0,0,0,0,6,1,7,23,4,19,0,Never Accepted
8754,2013-05-16,Adult,40,Postgraduate,Together,Low,45068.0,25,1,1,0,2,7,0,0,0,0,0,0,0,14,0,3,0,0,3,1,Never Accepted
1987,2013-09-25,Adult,27,Undergraduate,Single,Lowest,21063.0,34,2,2,0,3,6,0,0,0,0,0,0,0,1,10,11,19,3,15,1,Never Accepted
11007,2013-05-09,Adult,46,Postgraduate,Together,Lowest,29187.0,43,1,1,0,3,8,0,0,0,0,0,0,0,26,0,6,0,0,2,1,Never Accepted
7426,2013-11-07,Adult,43,Postgraduate,Together,High,54690.0,76,3,3,1,5,3,0,0,0,0,0,0,0,111,16,37,7,9,18,2,Never Accepted
9153,2013-07-29,Adult,50,Postgraduate,Together,High,59304.0,81,3,7,8,10,5,0,0,0,0,0,0,0,418,61,428,80,51,10,1,Never Accepted
10379,2013-11-08,Adult,52,Postgraduate,Single,High,59247.0,87,5,5,2,9,6,0,0,0,0,0,0,0,327,9,122,19,14,83,2,Never Accepted
9204,2012-09-12,Adult,44,Graduate,Single,High,66731.0,33,4,4,3,6,3,0,0,0,0,0,0,0,371,159,194,58,106,141,1,Never Accepted
3197,2013-12-16,Adult,34,Graduate,Together,Highest,77353.0,38,2,6,4,8,4,0,0,0,0,0,0,0,275,59,107,69,101,59,1,Never Accepted
6961,2014-05-22,Adult,40,Graduate,Together,Lowest,26751.0,26,1,1,0,2,8,0,0,0,0,0,0,0,1,1,5,0,3,1,2,Never Accepted
4673,2012-10-30,Adult,51,Postgraduate,Together,Highest,81300.0,17,3,10,3,5,5,1,0,0,0,0,0,1,1004,12,145,32,12,36,1,Accepted once or more
9937,2014-01-02,Adult,35,Graduate,Single,Highest,70337.0,75,1,2,2,12,1,0,0,0,0,0,0,0,187,81,149,25,43,91,0,Never Accepted
8779,2013-06-16,Adult,29,Postgraduate,Together,Low,36145.0,13,4,4,1,3,9,0,0,1,0,0,0,1,56,4,76,17,1,18,1,Accepted once or more
9596,2013-12-23,Adult,34,Postgraduate,Single,High,65295.0,19,1,3,3,13,2,0,0,0,0,0,0,0,365,32,117,34,110,6,0,Never Accepted
2891,2013-10-18,Adult,51,Graduate,Single,High,68118.0,51,2,8,9,4,6,0,0,0,0,0,0,0,595,23,123,10,23,154,1,Never Accepted
4910,2012-08-30,Adult,47,Graduate,Single,Highest,68743.0,81,1,11,5,13,7,0,0,0,0,0,0,0,1132,134,384,175,134,115,0,Never Accepted
75,2013-07-25,Adult,32,Postgraduate,Together,Low,41039.0,32,1,8,1,5,8,0,0,0,0,0,0,0,34,11,137,179,61,45,0,Never Accepted
10120,2013-10-24,Adult,59,Graduate,Together,Low,38946.0,84,2,3,1,6,5,0,0,0,0,0,0,0,116,6,82,6,6,41,1,Never Accepted
6327,2013-12-19,Adult,47,Graduate,Together,High,65777.0,87,1,2,8,6,1,0,0,0,0,0,0,0,565,32,435,28,32,54,0,Never Accepted
10142,2013-03-07,Adult,38,Postgraduate,Single,High,66476.0,99,2,5,2,11,4,0,0,0,0,0,0,0,372,18,126,47,48,78,1,Never Accepted
9826,2012-09-12,Adult,42,Postgraduate,Single,Highest,86857.0,96,1,5,6,10,2,0,0,0,0,0,0,1,899,102,838,133,102,40,0,Accepted once or more
10767,2014-05-16,Adult,25,Postgraduate,Together,Highest,77845.0,40,1,3,5,12,1,1,0,0,0,1,0,0,760,40,480,0,40,26,0,Accepted once or more
7279,2013-09-30,Adult,45,Postgraduate,Together,Highest,69476.0,3,1,4,6,4,2,0,0,0,0,0,0,0,260,86,559,63,9,67,0,Never Accepted
7230,2012-10-04,Adult,54,Postgraduate,Single,Low,50611.0,98,6,4,5,7,6,0,0,0,1,0,0,1,459,0,24,6,0,4,1,Accepted once or more
143,2013-08-25,Adult,44,Graduate,Single,High,61209.0,73,1,5,3,4,2,0,0,0,0,0,0,0,466,0,224,119,49,99,0,Never Accepted
450,2013-07-12,Adult,56,Postgraduate,Together,Low,42315.0,90,3,1,4,4,3,0,0,0,0,0,0,0,67,15,80,17,11,80,1,Never Accepted
9316,2013-11-02,Adult,62,Undergraduate,Together,Lowest,13084.0,29,1,1,0,3,6,0,0,0,0,0,0,0,2,0,7,3,7,10,0,Never Accepted
6379,2013-05-29,Elder,65,Postgraduate,Single,Low,47570.0,3,3,2,2,2,7,0,0,0,0,0,0,1,67,1,20,0,2,31,2,Accepted once or more
9239,2013-07-26,Adult,53,Postgraduate,Together,High,61923.0,94,1,2,1,4,3,0,0,0,0,0,0,0,92,4,18,3,3,6,2,Never Accepted
8315,2014-03-26,Adult,19,Graduate,Single,Lowest,34824.0,65,1,1,0,2,6,0,0,0,0,0,0,0,4,2,11,2,0,4,0,Never Accepted
2868,2013-04-08,Elder,65,Postgraduate,Single,Lowest,26518.0,33,3,2,0,3,8,0,0,0,0,0,0,1,20,1,28,3,3,2,2,Accepted once or more
10888,2013-11-03,Adult,53,Graduate,Single,Low,45938.0,46,2,8,4,6,6,0,0,0,0,0,0,0,273,11,178,62,83,29,0,Never Accepted
1277,2014-04-09,Adult,54,Graduate,Together,Highest,78468.0,29,1,10,7,10,4,1,0,0,0,0,0,0,434,22,388,104,22,34,0,Accepted once or more
9977,2013-09-17,Adult,41,Graduate,Single,Highest,78901.0,99,3,9,3,5,4,0,0,0,0,0,0,0,321,11,309,33,26,34,1,Never Accepted
10196,2014-03-12,Adult,36,Graduate,Together,Highest,71427.0,26,2,8,2,8,4,0,0,0,0,0,0,0,212,123,177,15,64,23,2,Never Accepted
6384,2014-02-11,Adult,36,Graduate,Single,Highest,71022.0,30,3,5,2,11,8,0,0,1,0,0,0,0,909,12,278,0,12,242,1,Accepted once or more
8029,2014-04-29,Adult,26,Postgraduate,Single,Highest,90247.0,27,1,3,4,7,1,1,0,0,1,1,0,1,1184,32,352,21,16,16,0,Accepted once or more
968,2013-12-26,Adult,46,Postgraduate,Single,Low,41335.0,24,3,4,1,4,7,0,0,0,0,0,0,0,112,19,21,16,14,5,1,Never Accepted
4472,2014-06-27,Adult,44,Postgraduate,Single,Low,35682.0,34,1,1,1,3,2,0,0,0,0,0,0,0,23,0,8,6,2,18,1,Never Accepted
6991,2013-04-10,Adult,63,Graduate,Single,Low,43185.0,88,2,9,3,6,8,0,0,0,0,0,0,0,537,6,42,16,6,30,1,Never Accepted
3336,2013-11-21,Elder,66,Postgraduate,Together,High,66375.0,96,3,2,4,5,7,0,0,1,0,0,0,0,712,0,45,0,0,191,1,Accepted once or more
